Numéro de commande;Date;SKU;Nom;Quantité;
#1574;4-nov.-18;1-0038;Produit 38;1;
#1574;4-nov.-18;1-0060;Produit 60;1;
#1574;4-nov.-18;1-0067;Produit 67;1;
#1574;4-nov.-18;1-0004;Produit 4;1;
#1575;4-nov.-18;1-0066;Produit 66;1;
#1575;4-nov.-18;1-0067;Produit 67;1;
#1575;4-nov.-18;1-0029;Produit 29;1;
#1575;4-nov.-18;1-0061;Produit 61;3;
#1576;4-nov.-18;1-0079;Produit 79;1;
#1576;4-nov.-18;1-0010;Produit 10;5;
#1576;4-nov.-18;1-0038;Produit 38;1;
#1577;4-nov.-18;1-0052;Produit 52;3;
#1577;4-nov.-18;1-0054;Produit 54;2;
#1577;4-nov.-18;1-0068;Produit 68;1;
#1578;4-nov.-18;1-0003;Produit 3;1;
#1578;4-nov.-18;1-0065;Produit 65;1;
#1579;4-nov.-18;1-0054;Produit 54;3;
#1580;4-nov.-18;1-0051;Produit 51;1;
#1580;4-nov.-18;1-0099;Produit 99;1;
#1581;4-nov.-18;1-0024;Produit 24;1;
#1581;4-nov.-18;1-0051;Produit 51;1;
#1581;4-nov.-18;1-0054;Produit 54;1;
#1581;4-nov.-18;1-0058;Produit 58;1;
#1582;4-nov.-18;1-0003;Produit 3;1;
#1583;4-nov.-18;1-0068;Produit 68;1;
#1583;4-nov.-18;1-0034;Produit 34;2;
#1583;4-nov.-18;1-0004;Produit 4;1;
#1583;4-nov.-18;1-0100;Produit 100;1;
#1584;5-nov.-18;1-0055;Produit 55;2;
#1587;5-nov.-18;1-0074;Produit 74;1;
#1587;5-nov.-18;1-0077;Produit 77;1;
#1587;5-nov.-18;1-0016;Produit 16;1;
#1587;5-nov.-18;1-0052;Produit 52;1;
#1587;5-nov.-18;1-0003;Produit 3;6;
#1589;5-nov.-18;1-0058;Produit 58;5;
#1590;5-nov.-18;1-0003;Produit 3;1;
#1590;5-nov.-18;1-0034;Produit 34;1;
#1590;5-nov.-18;1-0041;Produit 41;1;
#1591;5-nov.-18;1-0054;Produit 54;1;
#1591;5-nov.-18;1-0055;Produit 55;1;
#1591;5-nov.-18;1-0016;Produit 16;1;
#1591;5-nov.-18;1-0014;Produit 14;1;
#1591;5-nov.-18;1-0041;Produit 41;1;
#1591;5-nov.-18;1-0049;Produit 49;1;
#1595;5-nov.-18;1-0064;Produit 64;2;
#1595;5-nov.-18;1-0054;Produit 54;5;
#1596;5-nov.-18;1-0039;Produit 39;1;
#1596;5-nov.-18;1-0050;Produit 50;4;
#1598;5-nov.-18;1-0058;Produit 58;2;
#1598;5-nov.-18;1-0052;Produit 52;3;
#1598;5-nov.-18;1-0055;Produit 55;2;
#1600;5-nov.-18;1-0014;Produit 14;1;
#1600;5-nov.-18;1-0055;Produit 55;5;
#1600;5-nov.-18;1-0050;Produit 50;6;
#1601;5-nov.-18;1-0051;Produit 51;1;
#1601;5-nov.-18;1-0058;Produit 58;1;
#1601;5-nov.-18;1-0055;Produit 55;1;
#1601;5-nov.-18;1-0050;Produit 50;1;
#1602;5-nov.-18;1-0051;Produit 51;2;
#1603;5-nov.-18;1-0100;Produit 100;1;
#1603;5-nov.-18;1-0025;Produit 25;1;
#1603;5-nov.-18;1-0055;Produit 55;2;
#1604;5-nov.-18;1-0055;Produit 55;2;
#1604;5-nov.-18;1-0013;Produit 13;1;
#1604;5-nov.-18;1-0008;Produit 8;1;
#1604;5-nov.-18;1-0003;Produit 3;1;
#1604;5-nov.-18;1-0061;Produit 61;1;
#1605;5-nov.-18;1-0050;Produit 50;1;
#1606;6-nov.-18;1-0052;Produit 52;1;
#1606;6-nov.-18;1-0029;Produit 29;1;
#1606;6-nov.-18;1-0039;Produit 39;1;
#1606;6-nov.-18;1-0064;Produit 64;1;
#1606;6-nov.-18;1-0030;Produit 30;1;
#1607;6-nov.-18;1-0076;Produit 76;1;
#1607;6-nov.-18;1-0070;Produit 70;1;
#1607;6-nov.-18;1-0036;Produit 36;1;
#1607;6-nov.-18;1-0037;Produit 37;1;
#1607;6-nov.-18;1-0034;Produit 34;1;
#1607;6-nov.-18;1-0007;Produit 7;1;
#1607;6-nov.-18;1-0008;Produit 8;1;
#1607;6-nov.-18;1-0051;Produit 51;1;
#1608;6-nov.-18;1-0051;Produit 51;1;
#1608;6-nov.-18;1-0054;Produit 54;1;
#1608;6-nov.-18;1-0055;Produit 55;1;
#1608;6-nov.-18;1-0013;Produit 13;2;
#1608;6-nov.-18;1-0043;Produit 43;1;
#1608;6-nov.-18;1-0040;Produit 40;1;
#1610;6-nov.-18;1-0062;Produit 62;1;
#1610;6-nov.-18;1-0037;Produit 37;1;
#1610;6-nov.-18;1-0032;Produit 32;1;
#1610;6-nov.-18;1-0039;Produit 39;1;
#1611;6-nov.-18;1-0100;Produit 100;1;
#1611;6-nov.-18;1-0004;Produit 4;2;
#1611;6-nov.-18;1-0032;Produit 32;1;
#1611;6-nov.-18;1-0067;Produit 67;1;
#1612;6-nov.-18;1-0013;Produit 13;2;
#1612;6-nov.-18;1-0022;Produit 22;1;
#1612;6-nov.-18;1-0061;Produit 61;1;
#1612;6-nov.-18;1-0052;Produit 52;1;
#1613;6-nov.-18;1-0100;Produit 100;1;
#1613;6-nov.-18;1-0051;Produit 51;4;
#1614;6-nov.-18;1-0020;Produit 20;2;
#1615;6-nov.-18;1-0042;Produit 42;1;
#1615;6-nov.-18;1-0049;Produit 49;1;
#1615;6-nov.-18;1-0050;Produit 50;3;
#1616;6-nov.-18;1-0007;Produit 7;1;
#1616;6-nov.-18;1-0086;Produit 86;1;
#1616;6-nov.-18;1-0014;Produit 14;1;
#1618;6-nov.-18;1-0055;Produit 55;1;
#1618;6-nov.-18;1-0050;Produit 50;1;
#1618;6-nov.-18;1-0008;Produit 8;2;
#1619;6-nov.-18;1-0055;Produit 55;5;
#1619;6-nov.-18;1-0007;Produit 7;1;
#1620;6-nov.-18;1-0024;Produit 24;1;
#1620;6-nov.-18;1-0037;Produit 37;1;
#1620;6-nov.-18;1-0058;Produit 58;1;
#1620;6-nov.-18;1-0050;Produit 50;1;
#1620;6-nov.-18;1-0067;Produit 67;1;
#1620;6-nov.-18;1-0065;Produit 65;1;
#1620;6-nov.-18;1-0004;Produit 4;1;
#1620;6-nov.-18;1-0100;Produit 100;1;
#1620;6-nov.-18;1-0096;Produit 96;1;
#1621;6-nov.-18;1-0066;Produit 66;1;
#1621;6-nov.-18;1-0078;Produit 78;1;
#1623;6-nov.-18;1-0100;Produit 100;1;
#1623;6-nov.-18;1-0096;Produit 96;1;
#1625;6-nov.-18;1-0058;Produit 58;2;
#1625;6-nov.-18;1-0045;Produit 45;1;
#1625;6-nov.-18;1-0055;Produit 55;2;
#1625;6-nov.-18;1-0050;Produit 50;20;
#1625;6-nov.-18;1-0008;Produit 8;1;
#1625;6-nov.-18;1-0052;Produit 52;1;
#1627;7-nov.-18;1-0100;Produit 100;2;
#1627;7-nov.-18;1-0049;Produit 49;1;
#1627;7-nov.-18;1-0050;Produit 50;1;
#1628;7-nov.-18;1-0012;Produit 12;5;
#1628;7-nov.-18;1-0079;Produit 79;1;
#1628;7-nov.-18;1-0038;Produit 38;1;
#1629;7-nov.-18;1-0025;Produit 25;1;
#1629;7-nov.-18;1-0008;Produit 8;1;
#1629;7-nov.-18;1-0055;Produit 55;3;
#1630;7-nov.-18;1-0014;Produit 14;2;
#1630;7-nov.-18;1-0055;Produit 55;20;
#1631;7-nov.-18;1-0004;Produit 4;1;
#1631;7-nov.-18;1-0048;Produit 48;1;
#1631;7-nov.-18;1-0015;Produit 15;1;
#1631;7-nov.-18;1-0043;Produit 43;1;
#1631;7-nov.-18;1-0057;Produit 57;1;
#1633;7-nov.-18;1-0040;Produit 40;1;
#1633;7-nov.-18;1-0050;Produit 50;1;
#1633;7-nov.-18;1-0055;Produit 55;2;
#1634;7-nov.-18;1-0050;Produit 50;5;
#1634;7-nov.-18;1-0063;Produit 63;4;
#1634;7-nov.-18;1-0100;Produit 100;4;
#1634;7-nov.-18;1-0061;Produit 61;2;
#1635;7-nov.-18;1-0011;Produit 11;1;
#1635;7-nov.-18;1-0048;Produit 48;1;
#1637;7-nov.-18;1-0032;Produit 32;1;
#1637;7-nov.-18;1-0068;Produit 68;1;
#1637;7-nov.-18;1-0015;Produit 15;1;
#1637;7-nov.-18;1-0055;Produit 55;1;
#1637;7-nov.-18;1-0058;Produit 58;1;
#1637;7-nov.-18;1-0054;Produit 54;1;
#1637;7-nov.-18;1-0052;Produit 52;1;
#1638;7-nov.-18;1-0031;Produit 31;1;
#1638;7-nov.-18;1-0032;Produit 32;1;
#1638;7-nov.-18;1-0034;Produit 34;1;
#1638;7-nov.-18;1-0057;Produit 57;1;
#1638;7-nov.-18;1-0055;Produit 55;5;
#1638;7-nov.-18;1-0051;Produit 51;5;
#1640;7-nov.-18;1-0029;Produit 29;1;
#1640;7-nov.-18;1-0028;Produit 28;1;
#1641;7-nov.-18;1-0032;Produit 32;1;
#1641;7-nov.-18;1-0034;Produit 34;1;
#1642;7-nov.-18;1-0100;Produit 100;1;
#1642;7-nov.-18;1-0096;Produit 96;1;
#1642;7-nov.-18;1-0034;Produit 34;1;
#1642;7-nov.-18;1-0030;Produit 30;1;
#1642;7-nov.-18;1-0067;Produit 67;1;
#1643;7-nov.-18;1-0050;Produit 50;7;
#1643;7-nov.-18;1-0054;Produit 54;2;
#1643;7-nov.-18;1-0055;Produit 55;2;
#1643;7-nov.-18;1-0038;Produit 38;1;
#1643;7-nov.-18;1-0092;Produit 92;1;
#1644;7-nov.-18;1-0050;Produit 50;7;
#1644;7-nov.-18;1-0002;Produit 2;1;
#1645;7-nov.-18;1-0030;Produit 30;1;
#1645;7-nov.-18;1-0031;Produit 31;2;
#1645;7-nov.-18;1-0050;Produit 50;4;
#1646;7-nov.-18;1-0099;Produit 99;1;
#1646;7-nov.-18;1-0097;Produit 97;1;
#1646;7-nov.-18;1-0098;Produit 98;1;
#1646;7-nov.-18;1-0025;Produit 25;1;
#1646;7-nov.-18;1-0002;Produit 2;1;
#1646;7-nov.-18;1-0007;Produit 7;1;
#1646;7-nov.-18;1-0001;Produit 1;1;
#1646;7-nov.-18;1-0008;Produit 8;1;
#1646;7-nov.-18;1-0042;Produit 42;1;
#1646;7-nov.-18;1-0058;Produit 58;2;
#1646;7-nov.-18;1-0050;Produit 50;1;
#1647;7-nov.-18;1-0055;Produit 55;1;
#1647;7-nov.-18;1-0050;Produit 50;1;
#1650;8-nov.-18;1-0100;Produit 100;1;
#1651;8-nov.-18;1-0032;Produit 32;1;
#1651;8-nov.-18;1-0034;Produit 34;1;
#1651;8-nov.-18;1-0063;Produit 63;1;
#1651;8-nov.-18;1-0038;Produit 38;1;
#1652;8-nov.-18;1-0096;Produit 96;1;
#1653;8-nov.-18;1-0100;Produit 100;1;
#1653;8-nov.-18;1-0024;Produit 24;1;
#1653;8-nov.-18;1-0025;Produit 25;1;
#1653;8-nov.-18;1-0054;Produit 54;3;
#1653;8-nov.-18;1-0050;Produit 50;2;
#1655;8-nov.-18;1-0022;Produit 22;1;
#1655;8-nov.-18;1-0013;Produit 13;1;
#1655;8-nov.-18;1-0004;Produit 4;1;
#1655;8-nov.-18;1-0100;Produit 100;1;
#1657;8-nov.-18;1-0055;Produit 55;3;
#1657;8-nov.-18;1-0038;Produit 38;1;
#1658;8-nov.-18;1-0070;Produit 70;1;
#1658;8-nov.-18;1-0050;Produit 50;3;
#1658;8-nov.-18;1-0012;Produit 12;1;
#1662;9-nov.-18;1-0035;Produit 35;1;
#1662;9-nov.-18;1-0031;Produit 31;1;
#1662;9-nov.-18;1-0043;Produit 43;1;
#1663;9-nov.-18;1-0098;Produit 98;1;
#1663;9-nov.-18;1-0066;Produit 66;2;
#1663;9-nov.-18;1-0067;Produit 67;1;
#1664;9-nov.-18;1-0050;Produit 50;1;
#1665;9-nov.-18;1-0045;Produit 45;1;
#1665;9-nov.-18;1-0001;Produit 1;1;
#1665;9-nov.-18;1-0088;Produit 88;1;
#1666;9-nov.-18;1-0058;Produit 58;1;
#1666;9-nov.-18;1-0054;Produit 54;1;
#1666;9-nov.-18;1-0055;Produit 55;1;
#1666;9-nov.-18;1-0050;Produit 50;5;
#1667;9-nov.-18;1-0011;Produit 11;2;
#1667;9-nov.-18;1-0026;Produit 26;2;
#1668;9-nov.-18;1-0055;Produit 55;3;
#1669;9-nov.-18;1-0079;Produit 79;1;
#1669;9-nov.-18;1-0052;Produit 52;1;
#1669;9-nov.-18;1-0058;Produit 58;2;
#1669;9-nov.-18;1-0050;Produit 50;2;
#1670;9-nov.-18;1-0026;Produit 26;1;
#1670;9-nov.-18;1-0011;Produit 11;1;
#1670;9-nov.-18;1-0012;Produit 12;1;
#1670;9-nov.-18;1-0052;Produit 52;3;
#1671;9-nov.-18;1-0061;Produit 61;1;
#1671;9-nov.-18;1-0098;Produit 98;1;
#1672;9-nov.-18;1-0056;Produit 56;5;
#1672;9-nov.-18;1-0058;Produit 58;2;
#1673;9-nov.-18;1-0050;Produit 50;1;
#1674;9-nov.-18;1-0050;Produit 50;1;
#1674;9-nov.-18;1-0066;Produit 66;1;
#1674;9-nov.-18;1-0067;Produit 67;1;
#1674;9-nov.-18;1-0063;Produit 63;1;
#1674;9-nov.-18;1-0073;Produit 73;1;
#1676;10-nov.-18;1-0051;Produit 51;5;
#1676;10-nov.-18;1-0055;Produit 55;3;
#1677;10-nov.-18;1-0011;Produit 11;1;
#1678;10-nov.-18;1-0070;Produit 70;4;
#1679;10-nov.-18;1-0061;Produit 61;1;
#1680;10-nov.-18;1-0038;Produit 38;1;
#1680;10-nov.-18;1-0044;Produit 44;2;
#1680;10-nov.-18;1-0053;Produit 53;3;
#1680;10-nov.-18;1-0050;Produit 50;5;
#1680;10-nov.-18;1-0056;Produit 56;5;
#1681;10-nov.-18;1-0050;Produit 50;5;
#1682;10-nov.-18;1-0050;Produit 50;1;
#1682;10-nov.-18;1-0099;Produit 99;1;
#1682;10-nov.-18;1-0097;Produit 97;1;
#1682;10-nov.-18;1-0023;Produit 23;1;
#1682;10-nov.-18;1-0049;Produit 49;1;
#1683;10-nov.-18;1-0071;Produit 71;1;
#1684;10-nov.-18;1-0045;Produit 45;1;
#1684;10-nov.-18;1-0029;Produit 29;1;
#1684;10-nov.-18;1-0014;Produit 14;1;
#1684;10-nov.-18;1-0077;Produit 77;1;
#1685;10-nov.-18;1-0004;Produit 4;1;
#1685;10-nov.-18;1-0032;Produit 32;1;
#1686;10-nov.-18;1-0087;Produit 87;1;
#1686;10-nov.-18;1-0050;Produit 50;3;
#1686;10-nov.-18;1-0052;Produit 52;2;
#1687;10-nov.-18;1-0046;Produit 46;1;
#1687;10-nov.-18;1-0047;Produit 47;1;
#1687;10-nov.-18;1-0027;Produit 27;1;
#1687;10-nov.-18;1-0024;Produit 24;1;
#1687;10-nov.-18;1-0023;Produit 23;1;
#1687;10-nov.-18;1-0022;Produit 22;1;
#1688;10-nov.-18;1-0073;Produit 73;1;
#1689;10-nov.-18;1-0050;Produit 50;4;
#1689;10-nov.-18;1-0054;Produit 54;2;
#1691;10-nov.-18;1-0012;Produit 12;1;
#1691;10-nov.-18;1-0041;Produit 41;1;
#1691;10-nov.-18;1-0050;Produit 50;3;
#1692;11-nov.-18;1-0073;Produit 73;1;
#1692;11-nov.-18;1-0098;Produit 98;1;
#1692;11-nov.-18;1-0043;Produit 43;1;
#1692;11-nov.-18;1-0048;Produit 48;1;
#1692;11-nov.-18;1-0041;Produit 41;1;
#1692;11-nov.-18;1-0028;Produit 28;1;
#1692;11-nov.-18;1-0049;Produit 49;1;
#1692;11-nov.-18;1-0040;Produit 40;1;
#1692;11-nov.-18;1-0029;Produit 29;1;
#1692;11-nov.-18;1-0013;Produit 13;1;
#1693;11-nov.-18;1-0013;Produit 13;1;
#1693;11-nov.-18;1-0050;Produit 50;3;
#1693;11-nov.-18;1-0075;Produit 75;1;
#1694;11-nov.-18;1-0050;Produit 50;1;
#1694;11-nov.-18;1-0054;Produit 54;1;
#1694;11-nov.-18;1-0004;Produit 4;1;
#1696;11-nov.-18;1-0052;Produit 52;1;
#1697;11-nov.-18;1-0053;Produit 53;1;
#1697;11-nov.-18;1-0006;Produit 6;1;
#1697;11-nov.-18;1-0002;Produit 2;1;
#1699;11-nov.-18;1-0065;Produit 65;1;
#1700;11-nov.-18;1-0056;Produit 56;1;
#1700;11-nov.-18;1-0050;Produit 50;1;
#1700;11-nov.-18;1-0049;Produit 49;1;
#1702;11-nov.-18;1-0033;Produit 33;1;
#1702;11-nov.-18;1-0002;Produit 2;1;
#1702;11-nov.-18;1-0020;Produit 20;1;
#1702;11-nov.-18;1-0045;Produit 45;1;
#1702;11-nov.-18;1-0030;Produit 30;1;
#1702;11-nov.-18;1-0040;Produit 40;2;
#1702;11-nov.-18;1-0050;Produit 50;2;
#1704;11-nov.-18;1-0031;Produit 31;3;
#1704;11-nov.-18;1-0064;Produit 64;2;
#1705;11-nov.-18;1-0089;Produit 89;1;
#1706;11-nov.-18;1-0012;Produit 12;1;
#1708;11-nov.-18;1-0056;Produit 56;1;
#1709;11-nov.-18;1-0001;Produit 1;1;
#1709;11-nov.-18;1-0007;Produit 7;1;
#1710;11-nov.-18;1-0013;Produit 13;3;
#1710;11-nov.-18;1-0053;Produit 53;1;
#1710;11-nov.-18;1-0040;Produit 40;2;
#1712;11-nov.-18;1-0056;Produit 56;5;
#1712;11-nov.-18;1-0029;Produit 29;1;
#1712;11-nov.-18;1-0030;Produit 30;1;
#1712;11-nov.-18;1-0065;Produit 65;1;
#1712;11-nov.-18;1-0066;Produit 66;1;
#1712;11-nov.-18;1-0067;Produit 67;1;
#1713;11-nov.-18;1-0067;Produit 67;1;
#1713;11-nov.-18;1-0061;Produit 61;1;
#1715;11-nov.-18;1-0022;Produit 22;1;
#1716;12-nov.-18;1-0038;Produit 38;1;
#1716;12-nov.-18;1-0098;Produit 98;1;
#1716;12-nov.-18;1-0013;Produit 13;1;
#1716;12-nov.-18;1-0050;Produit 50;2;
#1717;12-nov.-18;1-0013;Produit 13;1;
#1718;12-nov.-18;1-0053;Produit 53;3;
#1719;12-nov.-18;1-0050;Produit 50;10;
#1721;12-nov.-18;1-0010;Produit 10;1;
#1721;12-nov.-18;1-0059;Produit 59;1;
#1721;12-nov.-18;1-0063;Produit 63;2;
#1722;12-nov.-18;1-0046;Produit 46;2;
#1722;12-nov.-18;1-0056;Produit 56;1;
#1722;12-nov.-18;1-0051;Produit 51;1;
#1722;12-nov.-18;1-0037;Produit 37;2;
#1722;12-nov.-18;1-0060;Produit 60;1;
#1722;12-nov.-18;1-0040;Produit 40;1;
#1724;12-nov.-18;1-0049;Produit 49;1;
#1725;12-nov.-18;1-0075;Produit 75;1;
#1725;12-nov.-18;1-0050;Produit 50;1;
#1725;12-nov.-18;1-0004;Produit 4;1;
#1726;12-nov.-18;1-0011;Produit 11;1;
#1726;12-nov.-18;1-0050;Produit 50;1;
#1727;12-nov.-18;1-0031;Produit 31;1;
#1727;12-nov.-18;1-0065;Produit 65;1;
#1727;12-nov.-18;1-0059;Produit 59;1;
#1727;12-nov.-18;1-0032;Produit 32;1;
#1728;12-nov.-18;1-0008;Produit 8;1;
#1728;12-nov.-18;1-0007;Produit 7;1;
#1728;12-nov.-18;1-0056;Produit 56;3;
#1729;12-nov.-18;1-0045;Produit 45;1;
#1729;12-nov.-18;1-0044;Produit 44;1;
#1729;12-nov.-18;1-0041;Produit 41;1;
#1729;12-nov.-18;1-0013;Produit 13;1;
#1730;12-nov.-18;1-0052;Produit 52;1;
#1730;12-nov.-18;1-0050;Produit 50;2;
#1731;12-nov.-18;1-0008;Produit 8;1;
#1731;12-nov.-18;1-0056;Produit 56;1;
#1731;12-nov.-18;1-0050;Produit 50;1;
#1732;12-nov.-18;1-0040;Produit 40;1;
#1732;12-nov.-18;1-0045;Produit 45;1;
#1733;12-nov.-18;1-0031;Produit 31;1;
#1733;12-nov.-18;1-0030;Produit 30;1;
#1733;12-nov.-18;1-0063;Produit 63;1;
#1733;12-nov.-18;1-0066;Produit 66;1;
#1733;12-nov.-18;1-0067;Produit 67;1;
#1733;12-nov.-18;1-0053;Produit 53;2;
#1734;13-nov.-18;1-0050;Produit 50;2;
#1736;13-nov.-18;1-0031;Produit 31;1;
#1736;13-nov.-18;1-0034;Produit 34;1;
#1736;13-nov.-18;1-0067;Produit 67;1;
#1737;13-nov.-18;1-0010;Produit 10;1;
#1737;13-nov.-18;1-0027;Produit 27;1;
#1737;13-nov.-18;1-0032;Produit 32;1;
#1737;13-nov.-18;1-0050;Produit 50;1;
#1738;13-nov.-18;1-0061;Produit 61;1;
#1738;13-nov.-18;1-0068;Produit 68;1;
#1738;13-nov.-18;1-0012;Produit 12;1;
#1738;13-nov.-18;1-0040;Produit 40;1;
#1738;13-nov.-18;1-0056;Produit 56;3;
#1738;13-nov.-18;1-0050;Produit 50;2;
#1739;13-nov.-18;1-0037;Produit 37;1;
#1739;13-nov.-18;1-0060;Produit 60;1;
#1741;13-nov.-18;1-0008;Produit 8;1;
#1742;13-nov.-18;1-0016;Produit 16;1;
#1746;13-nov.-18;1-0015;Produit 15;1;
#1747;13-nov.-18;1-0060;Produit 60;1;
#1747;13-nov.-18;1-0044;Produit 44;1;
#1747;13-nov.-18;1-0045;Produit 45;1;
#1747;13-nov.-18;1-0065;Produit 65;1;
#1747;13-nov.-18;1-0061;Produit 61;1;
#1747;13-nov.-18;1-0062;Produit 62;1;
#1748;13-nov.-18;1-0100;Produit 100;1;
#1748;13-nov.-18;1-0030;Produit 30;1;
#1749;13-nov.-18;1-0061;Produit 61;1;
#1749;13-nov.-18;1-0010;Produit 10;2;
#1749;13-nov.-18;1-0012;Produit 12;2;
#1750;13-nov.-18;1-0012;Produit 12;1;
#1750;13-nov.-18;1-0038;Produit 38;1;
#1750;13-nov.-18;1-0080;Produit 80;1;
#1751;13-nov.-18;1-0050;Produit 50;3;
#1752;13-nov.-18;1-0050;Produit 50;3;
#1752;13-nov.-18;1-0055;Produit 55;3;
#1752;13-nov.-18;1-0072;Produit 72;1;
#1752;13-nov.-18;1-0080;Produit 80;1;
#1753;14-nov.-18;1-0051;Produit 51;6;
#1753;14-nov.-18;1-0036;Produit 36;1;
#1753;14-nov.-18;1-0038;Produit 38;2;
#1753;14-nov.-18;1-0037;Produit 37;2;
#1753;14-nov.-18;1-0053;Produit 53;4;
#1753;14-nov.-18;1-0052;Produit 52;1;
#1754;14-nov.-18;1-0060;Produit 60;2;
#1755;14-nov.-18;1-0050;Produit 50;1;
#1755;14-nov.-18;1-0054;Produit 54;5;
#1755;14-nov.-18;1-0014;Produit 14;1;
#1757;14-nov.-18;1-0014;Produit 14;1;
#1758;14-nov.-18;1-0044;Produit 44;2;
#1758;14-nov.-18;1-0045;Produit 45;2;
#1758;14-nov.-18;1-0054;Produit 54;4;
#1758;14-nov.-18;1-0055;Produit 55;5;
#1758;14-nov.-18;1-0004;Produit 4;2;
#1759;14-nov.-18;1-0073;Produit 73;1;
#1759;14-nov.-18;1-0082;Produit 82;1;
#1760;14-nov.-18;1-0052;Produit 52;2;
#1761;14-nov.-18;1-0038;Produit 38;1;
#1761;14-nov.-18;1-0058;Produit 58;3;
#1761;14-nov.-18;1-0010;Produit 10;1;
#1761;14-nov.-18;1-0029;Produit 29;1;
#1762;14-nov.-18;1-0097;Produit 97;1;
#1762;14-nov.-18;1-0094;Produit 94;2;
#1762;14-nov.-18;1-0062;Produit 62;2;
#1762;14-nov.-18;1-0054;Produit 54;1;
#1762;14-nov.-18;1-0050;Produit 50;1;
#1762;14-nov.-18;1-0053;Produit 53;1;
#1762;14-nov.-18;1-0055;Produit 55;1;
#1762;14-nov.-18;1-0082;Produit 82;1;
#1763;14-nov.-18;1-0064;Produit 64;1;
#1763;14-nov.-18;1-0090;Produit 90;1;
#1763;14-nov.-18;1-0054;Produit 54;1;
#1763;14-nov.-18;1-0050;Produit 50;1;
#1765;14-nov.-18;1-0001;Produit 1;1;
#1765;14-nov.-18;1-0004;Produit 4;1;
#1765;14-nov.-18;1-0055;Produit 55;2;
#1765;14-nov.-18;1-0058;Produit 58;1;
#1765;14-nov.-18;1-0057;Produit 57;1;
#1765;14-nov.-18;1-0054;Produit 54;1;
#1765;14-nov.-18;1-0051;Produit 51;2;
#1766;14-nov.-18;1-0036;Produit 36;1;
#1766;14-nov.-18;1-0032;Produit 32;1;
#1766;14-nov.-18;1-0060;Produit 60;1;
#1766;14-nov.-18;1-0049;Produit 49;1;
#1766;14-nov.-18;1-0040;Produit 40;2;
#1766;14-nov.-18;1-0066;Produit 66;1;
#1766;14-nov.-18;1-0061;Produit 61;1;
#1767;15-nov.-18;1-0050;Produit 50;10;
#1768;15-nov.-18;1-0054;Produit 54;1;
#1768;15-nov.-18;1-0056;Produit 56;1;
#1769;15-nov.-18;1-0055;Produit 55;2;
#1769;15-nov.-18;1-0050;Produit 50;5;
#1770;15-nov.-18;1-0041;Produit 41;1;
#1770;15-nov.-18;1-0045;Produit 45;1;
#1770;15-nov.-18;1-0064;Produit 64;1;
#1770;15-nov.-18;1-0066;Produit 66;1;
#1770;15-nov.-18;1-0004;Produit 4;1;
#1770;15-nov.-18;1-0063;Produit 63;1;
#1770;15-nov.-18;1-0061;Produit 61;1;
#1771;15-nov.-18;1-0033;Produit 33;2;
#1771;15-nov.-18;1-0031;Produit 31;2;
#1771;15-nov.-18;1-0055;Produit 55;6;
#1771;15-nov.-18;1-0011;Produit 11;4;
#1771;15-nov.-18;1-0068;Produit 68;3;
#1771;15-nov.-18;1-0050;Produit 50;20;
#1772;15-nov.-18;1-0055;Produit 55;2;
#1772;15-nov.-18;1-0013;Produit 13;1;
#1772;15-nov.-18;1-0040;Produit 40;1;
#1772;15-nov.-18;1-0002;Produit 2;1;
#1772;15-nov.-18;1-0061;Produit 61;1;
#1772;15-nov.-18;1-0054;Produit 54;3;
#1773;15-nov.-18;1-0007;Produit 7;1;
#1773;15-nov.-18;1-0053;Produit 53;1;
#1773;15-nov.-18;1-0054;Produit 54;1;
#1773;15-nov.-18;1-0029;Produit 29;1;
#1773;15-nov.-18;1-0075;Produit 75;1;
#1773;15-nov.-18;1-0003;Produit 3;2;
#1775;15-nov.-18;1-0050;Produit 50;15;
#1775;15-nov.-18;1-0015;Produit 15;1;
#1777;15-nov.-18;1-0056;Produit 56;1;
#1777;15-nov.-18;1-0054;Produit 54;2;
#1777;15-nov.-18;1-0050;Produit 50;3;
#1777;15-nov.-18;1-0055;Produit 55;3;
#1777;15-nov.-18;1-0004;Produit 4;2;
#1778;15-nov.-18;1-0070;Produit 70;2;
#1779;15-nov.-18;1-0004;Produit 4;2;
#1779;15-nov.-18;1-0011;Produit 11;1;
#1779;15-nov.-18;1-0061;Produit 61;4;
#1780;16-nov.-18;1-0013;Produit 13;1;
#1780;16-nov.-18;1-0050;Produit 50;1;
#1781;16-nov.-18;1-0064;Produit 64;1;
#1781;16-nov.-18;1-0065;Produit 65;1;
#1781;16-nov.-18;1-0061;Produit 61;1;
#1781;16-nov.-18;1-0003;Produit 3;1;
#1781;16-nov.-18;1-0007;Produit 7;1;
#1782;16-nov.-18;1-0056;Produit 56;3;
#1782;16-nov.-18;1-0032;Produit 32;1;
#1782;16-nov.-18;1-0001;Produit 1;1;
#1782;16-nov.-18;1-0034;Produit 34;1;
#1782;16-nov.-18;1-0003;Produit 3;2;
#1782;16-nov.-18;1-0064;Produit 64;1;
#1783;16-nov.-18;1-0088;Produit 88;1;
#1783;16-nov.-18;1-0068;Produit 68;1;
#1783;16-nov.-18;1-0056;Produit 56;2;
#1783;16-nov.-18;1-0053;Produit 53;2;
#1783;16-nov.-18;1-0050;Produit 50;10;
